ce7a30f6c74a318cf3ac3641697144548893ba00,2023-03-27,Reformat object state dict to 3 keys: type / state / metadata (#375)
6aef029b5e5d3a0fd502424e3d6b033e9a49fed4,2023-03-27,Fix test (#378)
bb8e772a204928506a6e8dbd4566a7c0ad665c97,2023-03-27,Fix nuplan in windows (#377)
c4a34760a8182a97d54a4cf39b47eb84920bc215,2023-03-27,Metadrive-Unify-Scenario-Export (#371)
01075064a07bfa723f17e2657bbc5d5ed7b10bb9,2023-03-26,Introduce a temporary nuplan docs, fix some related issues (#370)
56836cbebb3c340a857c20ffd44e5b2248f46c7c,2023-03-26,Improve Waymo Env termination condition; fix set_state bugs (#361)
a521ef796e7e4b9dbfbc080021b8c5f10f9f2f20,2023-03-26,enable read waymo data test (#360)
349d55dac37d7de26c48666c8438aeff6f2bd498,2023-03-26,fix gltf loader version as 0.13 (#359)
46481f07eb2ce3eae62211789d19d3d7d73fdd24,2023-03-26,Improve versioning of scenario data format (#357)
483c939a062060a003791b83934c26d8eebb3f61,2023-03-25,Draw map (#355)
527df8d3f1fde65857a8a39bfcc3ce1bbf6b8bcd,2023-03-25,MetaDrive waymo data reformat (#354)
cdf6e09db303c7978b1ccae6b01def1b070e12e7,2023-03-21,Update some items in info for Waymo env (#351)
d1693615315743bbcc4f40e5d08d910aa21f6edd,2023-03-21,update the default config of Waymo env (#350)
5786f5c65b2a49ab5519d71ac5afd38faf0f448b,2023-03-20,Fix MARL test (#349)
c8621f7b6b610e0bfbab99c0f638c20d004071ac,2023-03-20,Fix test bug caused by setting_heading_theta_api (#348)
5ab0f54243cf45cb66ec03da85b9c69c3363c5f3,2023-03-19,Make video (#347)
48525f85996445518ade4e8bf0c30a4d07c2fe7e,2023-03-17,fix example (#345)
1c7a30d9cb00449cd7802b87dc7fd74b1bdb6720,2023-03-17,0.3.0.1 (#344)
42de3d47e6075741414dce45dfd439ed10dfed88,2023-03-17,Traffic light support (#340)
0b3d393298a164d672054c233d46aea5803bb0be,2023-03-16,Fix offscreen rendering (#337)
ec4139307f1f00efb55a555a94f60d91c66d17e0,2023-03-13,Pbr-rendering (#331)
539a45015ae562588cbe5cf00bd2e7b2289c0f0e,2023-03-11,turn off test rendering (#327)
848103de846795e21d5c696614fd1464b8b71b99,2023-03-11,Update GitHub action+Fix test (#326)
9b87c42b0c8bb9219f993501ce2213d8bad8b5ff,2023-03-10,Opt nuplan FPS (rendering+app) (#325)
e8952176e5bd557e744ba4946cfe6045d95bef65,2023-03-09,Update webpage (#324)
ed9e927c50a77dd06c36d707ccdf704707392c43,2023-03-09,Nuplan pedestrian opt (#322)
bccc8d6eae3921ea0b028a29eb7631b489a9babf,2023-03-09,Nuplan map optimize (#321)
d47553682b9dd45c4e21139312c8827dbe7f8d1f,2023-03-06,Align speed unit (#317)
923b41f10126e801c19887d3c562dff971d8e876,2023-02-27,up (#314)
96b875f4f86edc879814df303f84129450a7be46,2023-02-27,Convert OpenGL rendered image to Torch tensor (#312)
f292eb18939a9782a95a7e2d1d70820f4667a8ee,2023-02-25,Update a script to demo how to generate videos for BEV and Interface together, with builtin expert policy (#311)
bac274e09d51218409e1d426f323640b13a4df33,2023-02-25,Discrete lane change policy (#310)
515c76007ac6b98e0a25b00682254bac3dfa60d2,2023-02-22,Improve the config for discrete action space (#309)
5c308fb80c9701de277234dba7f2552e44234d33,2023-02-21,Update dependency version (#302)
733936dd326c0aa0165cf817ce887445f4b1c9c2,2023-02-19,Disable panels in user interface when using offscreen rendering (#305)
937b43c23f8d9353d8e1095c01bd19df95bf43b5,2023-02-19,Pedestrian (#304)
e10c2f58336502af1d245ba0425a60595e9dcd5f,2023-02-18,optimize (#300)
277e25beb749f2df97309a9e6b7b17aa20bb71dd,2023-02-17,disable camera-related test (#298)
668d7385135e8b950e13a8ccdcffdb516e0d50f3,2023-02-17,Allow main camera as obs (#297)
299d6fdf8d4ca61328475e5d9ea7e5495f2c337e,2023-02-17,Hotfix (#296)
dfc25e8e76b5981f92381375766a7c6e8ef2132c,2023-02-17,Allow set main cam (#294)
1c0859407c41362b7d6932a98788024807a6598f,2023-02-17,fix bug (#293)
0b7184ff80202e9c440926f69e12e501c07df286,2023-02-11,Fix typo and update docs (#288)
eacebadfcb62aba0d23a8aa1f44564d7e5f6bd1c,2023-02-11,Fix the memory leak in waymo map (#285)
37ac6d25e22280ab5d67feae1f3a5feea2cd9727,2023-02-10,fix replay manager (#287)
7b735b1b567c1856884cbb016e9043e491bee98d,2023-02-10,Nuplan Support (#282)
b417d212f953a42f5897bd3d9fa8c39c8a12ff3f,2023-02-07,Replace deprecated numpy types by builtin types (#277)
81d6acc63f69192829221fdb32cc4fad8ecbfaee,2023-01-29,Allow draw a line to next navigation checkpoint (#274)
3b8f22345c97b00dee834475008b0082fc2b17b2,2023-01-19,Fix opencv-python (#272)
8e8279668dd7be45e351e2a25219642d63709614,2023-01-03,Fix rendering (#269)
e8e0ad0b3095c5bd0c5c50b6b573d12bdf603d41,2023-01-03,Allow change shape of vehicle via vehicle.reset(vehicle_config=XX) (#267)
e70280c2e6fb62bd0c1b68bc2e074d5fb7b47aa2,2022-12-23,Format code by optimizing the order of imports (#265)
31e444ed9dc56b5d9aabaf7c178bb124406292ba,2022-12-23,fix a potential test error (#264)
41d12f80c53a39c1543365ca1ea601705678af02,2022-12-22,Fix WaymoEnv memory leak (#258)
4dda5aadc3775a8a9a8f929caa5f60353eb3ae05,2022-12-22,Introduce a script to profile MARL Roundabout (#263)
eb69e56f9d4938f96060dac12bfc1c668ba7b488,2022-12-22,Identify some issues in PGMap that causes (slight) memory leak (#260)
b98a35b916b3a784c2bea1c2488fff9c7dabf9e1,2022-12-20,Improve some documentations and functionality related to Waymo Env (#254)
7903a070699acb42527b4ff5d6ae606a3351b0b5,2022-12-20,Fix map managers: force destory & respawn map instances, do not use recycle for map instances. (#256)
f3259ef7729853f0c5165fd5ff018cb7eeef53ad,2022-12-05,Fix a long lasting "pip install" issue which will loss files in asset (#250)
26a4f17ddf159fc724f22b16589cb7077e23ac9c,2022-12-04,1000 fps (#251)
74942b2d213469373a5ad4671a1a2219fd5831cd,2022-11-30,fix (#248)
1a473ceef9ad22830f800fb9f9224cc6fcbacd1e,2022-11-30,Fix waymo idm (#247)
ede2030205123599102add1667689db5b5a988a1,2022-11-30,Waymo update (#246)
74719d7dd458ce2a315b24aac63a8af7820d510f,2022-11-29,improve some docs for the policy classes (#245)
1b835a365e9caca9b336098b3b6c4950bf4a8c23,2022-11-24,release 0.2.6.0 for metadrive-scenario (#244)
923f9278dc4f4a5603eada4fe4ca91d1f44453a3,2022-11-24,Pre release dataset (#243)
6b222ca4e02ec942ef8ef73f210cb2808baa9c85,2022-11-24,Update Pygame render (#242)
36d88ddb8414a89189872b131a0b8621c0731345,2022-11-24,MARL model (#240)
